business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open
YNzyPt4RdhDGUDlwxFtTQQ,Zavino,3200 Chestnut St,Philadelphia,PA,19104,39.9536479551,-75.1891877265,4.0,314,0
zEb712Oj0qwruwFIxJs8HQ,Ralph's Great Divide,743 E New York St,Indianapolis,IN,46202,39.7708853,-86.1438696,4.5,142,1
HKdAOvtDv47zPjceCjbz4Q,Le Bayou Restaurant,208 Bourbon St,New Orleans,LA,70130,29.9549810279,-90.0688147545,4.0,640,0
JaGiya5J9uPb1znq-B9X5A,Thai Basil,653 Haddon Ave,Collingswood,NJ,08108,39.9168964,-75.0701039,4.0,140,1
HCqmx4ENAZ76SAjoalj-MQ,Puckett's Grocery & Restaurant,120 4th Ave S,Franklin,TN,37064,35.9237549,-86.8700112,4.0,850,1
zjTBfbvbN2Ps6_Ar0w-fuQ,Hinge Cafe,2652 E Somerset St,Philadelphia,PA,19134,39.9792581,-75.1121554,4.5,292,1
uPpubOh_6AEJ84VCl5OXtQ,Top Nails,540 E Girard Ave,Philadelphia,PA,19125,39.9710835,-75.1271998,4.0,176,1
bJz0pdeL1ubxzLZNzECOqw,Cross Grain Brewhouse,"3201 W Airport Way, Concourse B, Boise International Airport",Boise,ID,83705,43.567541,-116.220471,3.5,133,1
lWBBSxkvozGBXk0gC2SgCA,Yen Ching Restaurant,1012 S Brentwood Blvd,Saint Louis,MO,63117,38.6373465,-90.3451989,3.5,132,1
9xywJ1otUCj1kjiUGHSJCg,Red Robin Gourmet Burgers and Brews,13001 Manchester Rd,Des Peres,MO,63131,38.6030371,-90.4594141,3.0,110,1
S6tR7vBAg-3b9mGLB13-Ug,Fiddlehead Fern Café,4066 Russell Blvd,St Louis,MO,63110,38.6142426192,-90.250708149,4.5,163,1
0ak-7uV9Nb7nF_l-mMCysA,Oishii Poké,938 Arch St,Philadelphia,PA,19107,39.9532717,-75.1562016,4.0,228,1
zqN7Ms_JtF9aIGw5DQsUWA,Total Wine & More,2100 Rte 38,Cherry Hill,NJ,08002,39.9421155782,-75.0176190021,4.0,102,1
2i6DI1RBQIaD5DxHYHot7g,Pennsylvania Convention Center,1101 Arch St,Philadelphia,PA,19107,39.954904,-75.159982,3.5,130,1
zS7ygYwgDMh5HSDzG3oShA,Naga Tea,10950 N 56th St,Temple Terrace,FL,33617,28.0484523138,-82.3941698669,4.5,185,1
6imUPmHGgo9uknaoJXv79A,La Esperanza Restaurant & Bar,40 E Gibbsboro Rd,Lindenwold,NJ,08021,39.8137448,-74.9843233,3.5,368,1
UbFkHiEt9S-0mUL3RQ5Ghg,Turkey and the Wolf,739 Jackson Ave,New Orleans,LA,70130,29.9272091,-90.0742935,4.5,652,1
JVdRFZ0fZmd36f-s3FtS5A,Choice Greens,2829 E Speedway Blvd,Tucson,AZ,85716,32.236452,-110.9303361,4.0,273,1
Qm8pSLYuVS7eIyOx5YsWBw,Glory Beer Bar & Kitchen,126 Chestnut St,Philadelphia,PA,19106,39.9481792,-75.1435446,4.5,203,1
eb4QwETR0zK4De-ar8XO6Q,Nana's Kitchen,8225 N Courtney Page Way,Tucson,AZ,85743,32.356607,-111.095183,4.0,251,1
OOfY8bhTuC5A4qbdn8wFBA,Desi Village,4527 Baltimore Ave,Philadelphia,PA,19143,39.9491434,-75.2142152,3.5,113,1
0aflm9H-XNg8eUAoeWmh9Q,P.F. Chang's,"500 Route 73 S Spc G1, Spc G1",Marlton,NJ,08053,39.8802878616,-74.9210900019,3.0,260,1
iANE0gtS_Vpb7BJ_2mEi_Q,Brick & Brew,31 E Eagle Rd,Havertown,PA,19083,39.9884577,-75.3098886,4.0,511,1
p7tSGmWpFV246aYhwODgBg,O Sushi Restaurant,4689 E Speedway Blvd,Tucson,AZ,85712,32.2369439,-110.8929649,4.5,199,1
tmq5EHdmWm5GG0KkUw3nQg,Hot Diggity Dogs,614 Ewing Ave,Nashville,TN,37203,36.1524919,-86.7755849,4.5,157,0
nnZ1l_f443CHSP1udiRUew,Formosa Seafood Buffet,6304 E 82nd St,Indianapolis,IN,46250,39.9064864903,-86.0597939405,2.5,169,1
vpQWbT7ZKcHMVKxEVR8Cuw,Benchmark Bar & Grill,117 2nd Ave N,Nashville,TN,37201,36.162408,-86.775813,4.0,109,1
p4lVltKOVX6-XvCVCXmc0Q,Lilly's On the Canal,2 Canal St,Lambertville,NJ,08530,40.3661692,-74.9459709,3.0,140,0
2VFytje8_davOPXcHFx_ow,Kebab,2315 St Claude Ave,New Orleans,LA,70117,29.969115,-90.053999,4.0,272,0
Wkjt6DUTGX1zKpX0OnsvcQ,MIGA,211 S 15th St,Philadelphia,PA,19102,39.949043,-75.1659177,3.0,179,0
1hqfs-7ThL9mTPdvW-5DUg,Tumamoc Hill,W Anklam Rd & Tumamoc Hill Rd,Tucson,AZ,85707,32.2261161804,-111.0009613037,4.5,127,1
1MVMKUvZfWwIqkhxP3rYvQ,Indian Garden,676 Stoney Hill Rd,Yardley,PA,19067,40.2210983,-74.8727928,4.0,356,1
htDRn1cXDyimxz6BJWB3LQ,Josephine Estelle,600 Carondelet St,New Orleans,LA,70130,29.9483315,-90.0718664,4.0,364,1
oB0D84FLq6h3WcWlN7lIUg,The Vanguard,6319 Guilford Ave,Indianapolis,IN,46220,39.8703503,-86.1426613,4.0,108,0
g5W4j6-NcwVeOwQyMYUi6Q,Embers Ski Lodge,2410 12th Ave S,Nashville,TN,37204,36.1259483445,-86.7891390572,3.5,233,1
hkaS8jWbnK0R5uPzQjTZwQ,Illinois Street Food Emporium,5550 N Illinois St,Indianapolis,IN,46208,39.8537016,-86.1597161,4.0,142,1
sSKelg9o_4KxgCMT3BqnCA,Red Lobster,6410 E 82nd St,Indianapolis,IN,46250,39.905847,-86.057396,3.0,102,1
lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,2031 Broadway,Nashville,TN,37203,36.1483712,-86.7988947,3.5,159,0
AzJxYiN1OmEphaCPMP2wWA,Wei Hong Seafood Restaurant,7740 Olive Blvd,Saint Louis,MO,63130,38.6719532,-90.3373726,3.5,123,1
b05wG00_-dkmREglAsCbfA,Four Green Fields,205 W Platt St,Tampa,FL,33606,27.9419344,-82.4615883,4.0,218,0
vcmdiroPjx3ufGjaxa-YCQ,Fortune Palace,1282 Disc Dr,Sparks,NV,89436,39.5769010819,-119.7220632538,4.0,187,1
ViZaLnjXlHO6cb3D7MfKmw,Railroad Street Bar and Grill,36 Railroad St,Linfield,PA,19468,40.2105693,-75.5664925,4.0,291,1
c-iKAO2GBzSKjm7y1Oljcw,Red Fish Grill,115 Bourbon St,New Orleans,LA,70130,29.954468,-90.0696096,4.0,1984,1
pW5DXTpKnw3y0fopipbJVg,Landmark Americana Tap & Grill - University City,3333 Market St,Philadelphia,PA,19104,39.9559586568,-75.1906506718,3.0,394,1
rPFVu8iYLeyvy_qhY4U-Hw,Dish Cafe & Catering,855 Mill St,Reno,NV,89502,39.5258129,-119.7992921,4.5,227,1
3lQsvHIvKFXa85WCt_p0GQ,Lotus Farm To Table,112 W State St,Media,PA,19063,39.9179653,-75.391609,3.5,122,0
_YfdFmhYhaelhlQXoGCktA,Petite Amelie,900 Royal St,New Orleans,LA,70116,29.9597003,-90.0631485,4.0,150,0
A9NqmUP1L3eU40a64q5Kdw,Kimpton The Goodland,5650 Calle Real,Goleta,CA,93117,34.4415625291,-119.8209244457,3.5,444,1
wopwoiKIllIzcggK7HkTmw,The Gold Standard Cafe,4800 Baltimore Ave,Philadelphia,PA,19143,39.9481839,-75.2196691,3.0,312,1
nTSXLSVKq1PhrcGFzjgiaw,Gerst Haus,301 Woodland St,Nashville,TN,37213,36.1708706,-86.7683113,3.0,177,0
hXENwSCtd8pdBrnN8XkXyA,Renaissance St. Louis Airport Hotel,9801 Natural Bridge Rd,St. Louis,MO,63134,38.73212,-90.346234,3.0,163,1
gdo6ygbZlpZY1mj9P0sxLQ,Marathon Grill,"1818 Market St, Ste 3",Philadelphia,PA,19103,39.9529992561,-75.1714430727,3.0,154,0
2JdCmdTOWBvf-DQ2xaVpJQ,Bonu Cafe Express,320 E Lincoln Hwy,Exton,PA,19341,40.0286656,-75.6202405,4.5,105,1
xhWSGL8AfOaYLJj01-m-wQ,NECTAR,1091 Lancaster Ave,Berwyn,PA,19312,40.044253,-75.450316,4.0,442,1
hVwmnQAgZpVbEoWayzASQg,Tivoli Gardens,"Eldorado Hotel Casino, 345 N Virginia St",Reno,NV,89501,39.529446,-119.814496,3.0,100,0
Pc5O9YKDWjLZdQWq8gl_NA,Nudo House,6105 Delmar Blvd,St Louis,MO,63112,38.6555,-90.29668,4.5,103,1
U_Sw9VC6mCyTbUo2mejS0A,Royal Boba,"265 White Bridge Pike, Ste 101",Nashville,TN,37209,36.1431258856,-86.8581593239,4.5,229,0
tjDRn-52X7f5jepGZQc4-Q,Colonial Diner,924 N Broad St,Woodbury,NJ,08096,39.8489916,-75.1440033,3.5,153,1
-x2B-rrTqqLMrcnzYuQlpw,Poké Falls,3747 Bruce B Downs Blvd,Wesley Chapel,FL,33544,28.2117427,-82.3543521,4.5,107,1
RMjHlAejNrLHzF4-G4uyng,Brady's BBQ,340 Main St,Safety Harbor,FL,34695,27.9906356,-82.6909103,3.0,160,1
sor6oj-nuslOcSx7di4urA,Santa Barbara Fish Market,"117 Harbor Way, Unit A",Santa Barbara,CA,93109,34.4037491,-119.6935611,4.0,327,1
qV325HCv3cZKgdgkMJObNQ,Landmark Americana Tap & Grill - West Chester,158 W Gay St,West Chester,PA,19380,39.9592657,-75.6074224,2.5,116,0
_NYc2bEyvzleMwhhNRr61Q,Nadoz Bakery Cafe,12 The Blvd,St. Louis,MO,63117,38.6348304784,-90.3449437651,3.0,125,0
uYUsK2muRiy0ahFZchlVEw,Bourbon O Bar,717 Orleans St,New Orleans,LA,70116,29.9590515552,-90.0651563866,4.5,225,1
TyhguONKc8i6M7wP09nTbA,Hibiscus Cafe,4907 Catharine St,Philadelphia,PA,19143,39.9483933,-75.2215836,4.5,150,1
c6fWBSm-EHVwyFszTC5Mhw,Del Frisco's Grille,"1201 Demonbreun St, Ste 104",Nashville,TN,37203,36.154392,-86.7863151,3.5,241,1
tvbFcYCEQWc76CUK-nBw8w,Seoul Garden,"4928 Edmondson Pike, Ste 101",Nashville,TN,37211,36.075699,-86.727749,3.5,166,1
bo6oxshUZdNAi-6zuumOtQ,Larry H Miller Dodge Ram Tucson,4220 E 22nd St,Tucson,AZ,85711,32.2057055,-110.9019576,2.0,130,1
kfW3-LmZlKrXq3RndVXxdg,Pho Ben City,1844 Old York Rd,Abington,PA,19001,40.1367279315,-75.1142700389,4.0,124,1
DIG_4Jkj7YxgK7vha3XO6A,Red Lobster,"9140 Roosevelt Blvd E, ACROSS THE STREET FROM NORTHEAST SHOPPING CENTER",Philadelphia,PA,19115,40.075949,-75.034346,2.0,113,1
tY4ndNCyfTACnF0s1BqE-A,Burger Monger,2454 McMullen Booth Rd,Clearwater,FL,33759,28.0116642507,-82.7079487615,3.5,155,1
Ye5nmTmZ7cL7BQshqZeIWQ,McClure's,3001 Tchoupitoulas,New Orleans,LA,70115,29.9200402,-90.0812295,4.0,276,0
SLuak4P9JyB_T6DsksOIIQ,Smokin' Pig BBQ,3834 US Hwy 301,Riverview,FL,33578,27.9140393,-82.3471551,3.5,125,1
FMLrzIBYlEB70KjwTMQMEw,Angry Crab Shack & BBQ,1365 W Grant Rd,Tucson,AZ,85745,32.24980006,-110.99402113,3.5,374,1
-HTra3AbYlsjx1VIlsIJbw,Green Chili,"707 Rivergate Pkwy, Ste A",Goodlettsville,TN,37072,36.3055002,-86.7053867,4.5,207,1
Z3nM2-WjfX5CMWqdZ8n5Dg,Greene Street,700 South St,Philadelphia,PA,19147,39.94291,-75.154138,3.0,124,1
CGVpuQ3FpPWyYFQJQlsjLQ,Mole y Abuela,1202 N Franklin St,Tampa,FL,33602,27.9536077,-82.4604458,4.0,201,0
bP8Y5cHMda64Z3tGA-cYzw,Glossy 130 Nails & Spa,35817 US Hwy 19 N,Palm Harbor,FL,34684,28.0980134,-82.739562,4.0,172,1
x2sLTY57QFvlfmt55mq3sg,Bar Louie - Kirkwood,110 S Kirkwood Rd,Kirkwood,MO,63122,38.58029187,-90.40580455,3.5,327,1
JzUFlsQh5jWG0AHD0V8pIQ,Chubby's Super Subs & Pizza,5023 Bayshore Blvd,Tampa,FL,33611,27.8913753993,-82.4858343601,3.5,111,1
nTPTqC40pXELp3LOrCtXIA,Goldbergs Fine Foods - New Orleans,925 Common St,New Orleans,LA,70112,29.9539999041,-90.0727519444,4.0,142,0
ZMejgg0By-DI2wyQWezBbQ,Ramen Bar,3400 Lancaster Ave,Philadelphia,PA,19104,39.9572977379,-75.1920437233,3.5,343,1
-K0zTgGyxo-AeSkcV0IVaA,Spiro's Restaurant,1054 N Woods Mill Rd,Chesterfield,MO,63017,38.6781756,-90.499149,4.5,158,1
X6ZkbbAwCcz-ML1iihsszw,Craft Street Kitchen Trinity,3216 Little Rd,Trinity,FL,34655,28.204689,-82.66286,4.5,644,1
bYhGhL6eUIVmxnflTw5u8w,Airport Shuttle New Orleans,4220 Howard Ave,New Orleans,LA,70125,29.9598153,-90.0983136,1.5,214,1
P6iHMvttUL4HJ0fXbb_gow,Billy Goat Coffee Café,"3690 N Mt Juliet Rd, Ste 100",Mt. Juliet,TN,37122,36.2215539,-86.515419,4.0,121,1
E1Ip-KoFvwRPjTslL2pDpg,Invitation Homes Tampa,"5310 Cypress Center Dr, Ste 105",Tampa,FL,33609,27.9488649,-82.5340564,2.5,190,1
hlS7wJQ650VrIZ1X0O2iOA,Eagle Diner,739 Street Rd,Warminster,PA,18974,40.2077822,-75.1006712,3.0,131,1
yR_EfNX8NF_JQTo2LURR4g,Dominick's Real Italian,"8330 N Thornydale Rd, Ste 170",Tucson,AZ,85741,32.3576715195,-111.0443798803,4.0,440,1
EPMHuTHu46B123ivRIZ-Xg,Magic Carpet,34th & Walnut St,Philadelphia,PA,19176,39.9528123,-75.1920992,4.0,135,1
_Q3XmBesceFqn9Dk-w6tlA,Artisan Boulanger Patissier,1218 Mifflin St,Philadelphia,PA,19148,39.9264181,-75.1664513,4.5,194,1
f64wvgLjQZEhSck9iYptSw,The R Bar,1431 Royal St,New Orleans,LA,70116,29.9640369511,-90.0595227571,4.0,159,1
13HH552okR9DsjANReVeFQ,BlueFin Restaurant,2820 Dekalb Pike,East Norriton,PA,19401,40.138783,-75.312849,4.5,315,1
QCsVilspu6TxuwZMUTabFQ,Revision Brewing,380 S Rock Blvd,Sparks,NV,89431,39.531055,-119.765909,4.5,176,1
ZQc6EvnfQXtIK-8w-d0N5Q,Mad Rex,"1000 Frankford Ave, Ste 1",Philadelphia,PA,19125,39.96486,-75.13463,3.5,337,0
24naoM4kRu1oQcrWjodYpA,AMC Classic Centro Ybor 10,1600 E 8th Ave,Tampa,FL,33605,27.961061,-82.441488,3.5,118,0
Fr4HGxz8_s8BxY_fZdadzQ,Mitchell Delicatessen,1402 McGavock Pike,Nashville,TN,37216,36.204681,-86.7238969,4.5,177,0
v5nFmEgsJL8Cqk_9obH-QQ,International Medical Group,2960 N Meridian St,Indianapolis,IN,46208,39.809651,-86.158532,1.0,129,1
eXKblEHP3YJYU1Awz08hVw,Tacos Don Memo,270 S 38th St,Philadelphia,PA,19104,39.951988,-75.199123,4.5,200,1
ksFVaF5TatgsVGXk7Yyw9A,Pho 777 Vietnamese Noodle Restaurant,102 E 2nd St,Reno,NV,89501,39.527013839,-119.8115288689,3.5,632,1
4RrwqZwLnRe0Yhkv5_03fQ,Alamo Rent A Car,5405 Airport Service Rd,Tampa,FL,33607,27.963688,-82.534713,3.5,310,1
wo6RAA4c8I5trN331y8SIw,Mandarin Grill,505 E Grant Rd,Tucson,AZ,85705,32.2506597,-110.9630318,3.0,125,1
-iGzevsRYAi990-Lt-iMoQ,US Fries,340 N 4th Ave,Tucson,AZ,85705,32.2260459,-110.965172,3.5,125,0
2BeLHWA5CVN9TiiVkVVxQg,Taco Giro Mexican Grill - W Valencia,2750 W Valencia Rd,Tucson,AZ,85746,32.1343988852,-111.025633627,3.5,103,1
0yOfDyqoJTp6-9qbyroyEw,Fred's Breakfast,13 E Randolph St,New Hope,PA,18938,40.365703,-74.951199,4.0,148,0
rAMlyZQe5eFrdLRVQfY4ZQ,Buffa's Bar & Restaurant,1001 Esplanade Ave,New Orleans,LA,70116,29.9655244,-90.062575102,4.0,444,1
8f5BnHWOn7Igey-TNoY0_Q,The Porch Restaurant at The Lamb,865 W Springfield Rd,Springfield,PA,19064,39.9448974,-75.3478223,3.5,125,0
jW8RwU6gT4v3enWnAWICng,Keke's Breakfast Cafe,"22952 State Rd 54, Ste 510",Lutz,FL,33549,28.1839949,-82.4359409,4.0,126,1
UsO0YVGRKu3PXsauJVkLXg,Macy's,5100 Meadowood Mall Cir,Reno,NV,89502,39.475943,-119.783118,3.0,120,1
ovLgaPIMrx7PDZPrEpTMvg,Mei's World Pizza,2592 E Bearss Ave,Tampa,FL,33613,28.0807642,-82.4318998,4.5,117,1
WfEc--AG2O1f78q3RuERlw,Holler & Dash Biscuit House,"2407 8th Ave S, Ste 105",Nashville,TN,37204,36.1256854,-86.7772199,4.0,122,0
ec0MU8FMDBRM6pLaYbWZBg,MOD Pizza,2227 Sun Vista Dr,Lutz,FL,33559,28.190794,-82.395553,4.0,123,1
QoCTnvts3Uu-M5oCJG7I3A,Jessi's Restaurant,8331 66th St N,Pinellas Park,FL,33781,27.8477143,-82.7281726,4.0,101,0
m3NH0HumRCp4ARx8RBD7IQ,P J Whelihan's Pub & Restaurant - Blue Bell,799 Dekalb Pike,Blue Bell,PA,19422,40.169594,-75.288118,3.0,279,1
uE_39C9Mi51XfZv68M253g,Ashton Cigar Bar,"1522 Walnut St, Fl 2",Philadelphia,PA,19102,39.949424,-75.167122,3.5,215,1
xKiTLjsWMHoeutot6lPZIw,Village Idiot Brewing Company,42 High St,Mount Holly,NJ,08060,39.9941508772,-74.7881163549,4.5,100,1
pG3BViWKznBrEPlbV9wxPA,Bar Louie - Nashville,314 11th Ave S,Nashville,TN,37203,36.153143,-86.78348857,3.0,599,1
ttkw8_b7CVOf6hM5bzTLNw,Crazy Town Nashville,308 Broadway,Nashville,TN,37201,36.1615095093,-86.7765364154,3.0,133,0
mxZMSFUamk7SIf5ndCLAxA,Pali Wine,116 E Yanonali St,Santa Barbara,CA,93101,34.415395,-119.690058,4.0,142,1
OxBZqeYH5xuusEPp9ml7-g,El Guero Canelo,5201 S 12th Ave,Tucson,AZ,85706,32.1575975,-110.9771386,4.0,636,1
6RDGvdukSq3YHPYvG8sIEQ,Brown Butter Southern Kitchen & Bar,"231 N Carollton Ave, Ste C",New Orleans,LA,70119,29.976322,-90.099639,4.0,401,1
LFUndZacUo5keXKHNPk-vQ,Rosa's Mexican Food Restaurant,"1750 E Fort Lowell, Ste 164",Tucson,AZ,85719,32.2642107,-110.9457997,3.5,342,1
IrUhsjQZtSB-TjxqtXaKkg,The Kitchen Sink,626 N 6th St,St Louis,MO,63108,38.6308456857,-90.1889685289,3.0,149,0
x1ukXOcMHlzKmTmfNIjyLA,Asiatic Street Food & Noodle Bar,"1600 E 8th Ave, Ste D101",Tampa,FL,33605,27.960632,-82.441623,4.0,323,1
jKHlvwq40sghrR89pF_3Tw,Jeni's Splendid Ice Creams,389 N Euclid Ave,Saint Louis,MO,63108,38.6481278,-90.2612551,4.5,321,1
E5FcXykvHP9geCmhxv8szA,Fran's Pub,116 S Main St,New Hope,PA,18938,40.3607162,-74.9498066,2.5,235,1
S_EYSW6QoJh8cKlj8BhfFA,Anthony's Coal Fired Pizza,1912 W Brandon Blvd,Brandon,FL,33511,27.9381795358,-82.3157958846,4.0,241,1
pOhfM0OlLdG-XcKaGk-LYg,Main Street Burger,1615 N Main St,Meridian,ID,83642,43.6184629,-116.3919133,4.0,143,1
73esU0u3hYIPPqCScAA2HQ,Centennial Park,2500 W End Ave,Nashville,TN,37203,36.149064,-86.811993,4.5,210,1
poUBW6Ssag7DeRzecF1ojw,Kao Thai Kitchen,7199 66th St N,Pinellas Park,FL,33781,27.8377046,-82.7280224,4.5,149,1
n4PdRDOWgBOhke7AqCW3FA,Shake Shack,60 North Euclid,St. Louis,MO,63108,38.641616,-90.261793,3.5,359,1
wUZXm4KN2wIqlfkvXVZXUw,Crema Coffee Roasters,15 Hermitage Ave,Nashville,TN,37210,36.1568332,-86.769701,4.5,998,1
ZBL2sGJCI-oHHjwo17WWng,AC Hotel by Marriott New Orleans French Quarter,221 Carondelet St,New Orleans,LA,70130,29.9524157,-90.071361,3.5,177,1
ymi8Cb93TUSN6wwlvMjV6A,Smokey Bones,136 Brandon Town Center Dr,Brandon,FL,33511,27.9383213,-82.3251522216,3.0,230,1
z1MnC6bLjDjJqcUwCafRJQ,Newman's Deli,20 California Ave,Reno,NV,89509,39.5200396,-119.8107996,4.0,164,0
ju3OnrqQ5mprsnTghq1uZw,Riviera Maya Mexican Restaurant,9770 Crosspoint Blvd,Indianapolis,IN,46256,39.9295406,-86.0295025,3.5,225,1
Kt7jsrE-KmcW30IS2aNpeA,"Chicago's Pizza With A Twist - Reno, NV",2900 Clear Acre Ln,Reno,NV,89512,39.5580721106,-119.7909123684,4.5,143,1
oGDGlUbOjHxmmCh8ZYcDCg,The Lark,"131 Anacapa St, Ste A",Santa Barbara,CA,93101,34.4148777,-119.690279,4.0,1520,1
V2cQOeZwPBmjpln6_p1Ygw,Stearns Wharf,217 Starnms Wharf,Santa Barbara,CA,93190,34.4100137734,-119.6855497819,4.0,297,1
E97-OARDmnrwzdM0BR8eMA,Chuy's,10325 N Michigan Rd.,Carmel,IN,46032,39.9360204,-86.2339838,4.0,170,1
vHr8qhM4CXYB3Ol_9yS6QQ,Sushi Pier,"1290 E Plumb Ln, Ste J",Reno,NV,89502,39.5044132847,-119.783673119,4.0,979,1
Hj44PIrCtv61ETVclzLMwg,Jeannine's American Bakery Restaurant,15 E Figueroa St,Santa Barbara,CA,93101,34.4230808,-119.7028282,4.0,380,0
_H30_Y_YcQQ7kbix9a1KfQ,Gus's World Famous Fried Chicken,7434 Manchester Rd,Maplewood,MO,63143,38.6121287058,-90.3211099461,4.0,359,1
KRpi9ZJHt65jY4DfwI7VrA,Robata Maplewood,7260 Manchester Rd,Maplewood,MO,63143,38.6137743341,-90.3150105724,3.5,210,1
0nMdZRSeaABr2PRbs_cpiw,China Cottage Restaurant,1795 Gallatin Pike N,Madison,TN,37115,36.2968418235,-86.7010367251,4.0,156,1
Tf8KLsWjf24FiGcZh6FD-Q,Rawk Star Cafe,"4011 Tampa Rd, Ste 11",Oldsmar,FL,34677,28.0375497,-82.6581055,5.0,168,1
0S5nk5wxqUoXNGZ0_DryXw,Bienvenue,467 Hickory Ave,Harahan,LA,70123,29.9432428,-90.1977059,4.0,110,1
3wq2chcgOs5D7f6KHcINmg,Yummy Sushi & Hibachi,6100 Hamburg St,New Orleans,LA,70122,30.020258,-90.076769,4.0,104,1
r2YRyz3zTrJpyw2h0nrxiw,Joe Bob's Chicken Joint,"670 E Prater Way, Ste 101",Sparks,NV,89431,39.5423664413,-119.7344902911,3.0,131,1
ez3QHFQDCbdhzBtU58dbKg,Edessa Restaurant Kurdish Turkish Cuisine,3802 Nolensville Pike,Nashville,TN,37211,36.0879321,-86.7306157,5.0,198,1
bmz4siaejdjs4_yS_mYW4A,Cool Springs Brewery,"600A Frazier Dr, Ste 135",Franklin,TN,37067,35.945213,-86.821891,3.5,264,1
zZ46gP_VbzU9l9cNAQJpCQ,Oceanic Oriental Supermarket,1609 N Tampa St,Tampa,FL,33602,27.9576752063,-82.4605499502,4.0,121,1
1ir6Kjb-d4Vg_dViVvR-rQ,Carlo's Bakery,2101 Walnut St,Philadelphia,PA,19103,39.95093,-75.1758708,3.0,177,1
HH9x7WcNQR3cnwkHo_YL0w,Mimi Blue Meatballs,870 Massachusetts Ave,Indianapolis,IN,46202,39.779627,-86.142661,4.0,567,1
zwGzwkVeYXE-tRisb8if7A,Smokin Thighs - Wedgewood,611 Wedgewood Ave,Nashville,TN,37203,36.1331647,-86.7699562,4.0,544,1
a8Dd8uNFxfQjCSKpkP34HQ,Queen Village Animal Hospital,323 Bainbridge St,Philadelphia,PA,19147,39.9407799,-75.1485494,4.0,124,1
JS5WW6jopp6f0zn0KOZH2Q,Sierra Auto Spa,"9530 S McCarran Blvd, Ste B",Reno,NV,89523,39.51309,-119.858746,3.0,100,1
MbgRp2-3vkr8-td9DKxYzQ,Sausage Deli,754 E Grant Rd,Tucson,AZ,85719,32.250103,-110.960107,4.0,198,1
VZFQS0SXzXPuxISbAgIVBA,'feine,812 Fayette St,Conshohocken,PA,19428,40.0801941459,-75.3002773494,4.5,166,1
IJ8Typa6BGckVuh1jhjy4w,The Spa Terme Di Aroma,32 N 3rd St,Philadelphia,PA,19106,39.9511292,-75.1455831,4.5,197,1
lQ58_4SzdETRSw0h8tilhA,Uncle Bill's Pancake & Dinner House,3427 S Kingshighway Blvd,Saint Louis,MO,63139,38.5968992,-90.271211,3.5,361,1
F9BES1HFD3BkIudUe4oTgg,Pima Air & Space Museum,6000 E Valencia Rd,Tucson,AZ,85756,32.1394160936,-110.8656293082,4.5,350,1
wvD7TOuE-qUhkyXoi8K8hA,Taqueria El Bajio,129 N Milpas St,Santa Barbara,CA,93103,34.4232378877,-119.6813092,4.0,246,1
XC30E7D4gfIrLmh4d4prSw,The Metropolitan American Diner & Bar,750 Upper State Rd,North Wales,PA,19454,40.2387369,-75.2353721,4.0,506,1
9W06GSzBeIhJyeImD_aNhA,O'Cleary's,"1330 Scheels Dr, Ste 250",Sparks,NV,89434,39.5317325901,-119.7213401645,3.0,273,0
W-fBHvwfkPuyojEbOQTHOQ,Cycle Brewing,534 Central Ave,Saint Petersburg,FL,33701,27.77106169,-82.6409144,4.0,242,1
QUwn9cGTefrWSF5Qy0zhOw,Amy's Omelette House,637 High St,Burlington,NJ,08016,40.071646,-74.855052,4.0,188,1
eaDZlSuVS0EY67Ke6pRP6Q,Penang,117 N 10th St,Philadelphia,PA,19107,39.954044,-75.15598,3.5,1112,1
trwHwsXOVV-ZmF-MtP98BA,High Street Philadelphia,101 S 9th St,Philadelphia,PA,19107,39.949579,-75.1553831,4.0,807,1
UJPWeNYm4VrkvcAAbqAv_A,Seafood Sensation,"2719 Jefferson St, Ste E",Nashville,TN,37208,36.1673245321,-86.8201071024,4.0,200,1
94FTPSStGmcBwaVgQJi8uQ,David & Sons - 322 BBQ,1 S Main St,Mullica Hill,NJ,08062,39.7352821,-75.2243414,3.5,111,1
7Vy1FHvdD22nzEB6zfaUFQ,Another Broken Egg Cafe,9435 N Meridian St,Indianapolis,IN,46260,39.925216,-86.156117,4.0,503,1
ZJKGcR7J0n1DGbLqt1N5Vw,Bub's Burgers & Ice Cream,210 W Main St,Carmel,IN,46032,39.978805,-86.1300119,4.0,522,1
suVYxo-uPNTlpkJ7w7J-wg,Louisiana Pizza Kitchen Uptown,615 S Carrollton Ave,New Orleans,LA,70118,29.9431562,-90.1335395,3.5,157,1
P6_0KGFZO3K0qHSfhUuINg,Bernie's Restaurant & Bar - Hatboro,58 S York Rd,Hatboro,PA,19040,40.1757653,-75.1069665,3.0,201,1
JT42WVnP5XuaQqfdSqb5LQ,House of Cheung,2460 E 71st St,Indianapolis,IN,46220,39.8836348,-86.1209217,4.5,154,1
IFbkXHKk6WYrRb-g_wAFeQ,Oishi,5800 34th St N,Saint Petersburg,FL,33714,27.825,-82.6799983,4.0,133,1
rOpmAjGAex-oboy3IfAncQ,Horse and Jockey British Pub & Restaurant,1155 Pasadena Ave S,South Pasadena,FL,33707,27.7585368,-82.7371187,4.0,158,1
